sample_index,starting_weight,normalized_prediction_error,ada_normalized_prediction_error,fi_normalized_prediction_error,adaboost_updated_weight,fi_adaboost_updated_weight,Phi_i,fi_modulated_loss,adaboost_weight_change,fi_adaboost_weight_change
77,0.000416666666667,0.0125361405627,0.0521985967342,0.0125361405627,0.000409766898385,0.000381735844407,0.914903403158,0.0114693576633,-6.89976828206e-06,-3.49308222596e-05
78,0.000416666666667,0.0076342925841,0.047896636942,0.0076342925841,0.000406825108017,0.000374706178367,0.920798666021,0.00702964642745,-9.84155864936e-06,-4.19604882995e-05
79,0.000416666666667,0.0182957511357,0.0815007640431,0.0182957511357,0.000430378375077,0.000392262738312,0.982042925566,0.0179672129707,1.37117084106e-05,-2.44039283546e-05
80,0.000416666666667,0.020654406905,0.0750842336404,0.020654406905,0.000425778020455,0.0003943050424,0.92995320783,0.0192076319571,9.11135378796e-06,-2.23616242664e-05
81,0.000416666666667,0.0126888311738,0.0359622427753,0.0126888311738,0.000398774158385,0.000382368781567,0.935080644561,0.0118650804327,-1.78925082821e-05,-3.42978850997e-05
82,0.000416666666667,0.0144606033901,0.0204964255052,0.0144606033901,0.000388577462932,0.000384870762075,0.928244360718,0.0134229735495,-2.80892037346e-05,-3.17959045917e-05
83,0.000416666666667,0.00887839316411,0.0553330872077,0.00887839316411,0.00041192373089,0.000376469473081,0.918078744503,0.00815106404931,-4.74293577672e-06,-4.01971935859e-05
84,0.000416666666667,0.00828907097647,0.0568998253062,0.00828907097647,0.00041300604985,0.000375693246829,0.923873060138,0.00765804936873,-3.66061681656e-06,-4.09734198375e-05
85,0.000416666666667,0.0214131402038,0.0127682961924,0.0214131402038,0.000383580380271,0.000395352300874,0.926590292092,0.0198412078361,-3.30862863959e-05,-2.13143657927e-05
86,0.000416666666667,0.00759214496861,0.099120713291,0.00759214496861,0.000443268321285,0.000374669358425,0.922818723259,0.00700617352673,2.66016546181e-05,-4.19973082413e-05
87,0.000416666666667,0.016594727746,0.00526116534347,0.016594727746,0.000378787736841,0.000387762960988,0.916632740653,0.0152112707742,-3.78789298258e-05,-2.8903705679e-05
88,0.000416666666667,0.00248622385091,0.0308255053586,0.00248622385091,0.0003953581441,0.00036736666927,0.926896581018,0.00230447238705,-2.13085225663e-05,-4.92999973963e-05
89,0.000416666666667,0.000131290435015,0.0497279960004,0.000131290435015,0.000408074847768,0.000364024319722,0.923889349516,0.000121297834604,-8.59181889862e-06,-5.2642346945e-05
90,0.000416666666667,0.00901647769719,0.0880572922289,0.00901647769719,0.000435130449106,0.000376827156943,0.92917685894,0.00837790242538,1.84637824393e-05,-3.98395097239e-05
